Education,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,age,nb_enf,situation_couple
Graduation,46049.0,342,9,112,19,14,19,2.0,1.0,0.0,2.0,2.0,0,46,2,couple
Graduation,56715.0,258,105,239,237,172,9,0.0,1.0,1.0,1.0,1.0,0,48,0,couple
Graduation,79410.0,658,80,483,123,13,13,0.0,1.0,0.0,1.0,0.0,0,61,0,couple
Graduation,57304.0,356,80,329,138,17,106,0.0,2.0,1.0,2.0,1.0,0,71,1,couple
Graduation,44375.0,213,5,28,7,7,41,0.0,1.0,0.0,1.0,1.0,0,57,1,couple
Graduation,59594.0,457,4,29,0,0,9,0.0,2.0,0.0,1.0,1.0,0,57,1,couple
Graduation,80685.0,241,45,604,34,26,54,0.0,1.0,1.0,2.0,0.0,0,28,0,couple
PhD,40344.0,210,0,6,0,0,2,0.0,1.0,0.0,1.0,2.0,0,48,1,couple
Graduation,62710.0,441,35,83,7,29,11,1.0,1.0,0.0,3.0,1.0,0,50,1,couple
2n Cycle,48985.0,19,13,18,10,7,8,0.0,0.0,0.0,1.0,1.0,0,54,1,couple
Graduation,35322.0,28,9,37,12,7,13,1.0,0.0,0.0,1.0,2.0,0,54,3,couple
Graduation,77142.0,476,75,162,29,151,97,0.0,1.0,1.0,2.0,0.0,0,74,0,couple
Graduation,81657.0,364,40,425,158,60,50,0.0,1.0,1.0,2.0,0.0,0,53,0,celib
Basic,14421.0,0,0,2,3,3,8,0.0,0.0,0.0,0.0,1.0,0,26,0,couple
PhD,74214.0,863,83,547,86,99,33,0.0,2.0,0.0,1.0,1.0,0,32,0,couple
Master,66726.0,349,7,35,0,0,47,1.0,2.0,0.0,1.0,2.0,0,65,2,couple
Basic,23724.0,5,23,15,0,18,14,0.0,0.0,0.0,1.0,2.0,0,43,1,couple
Master,47353.0,184,2,19,8,8,4,1.0,0.0,0.0,1.0,1.0,0,62,1,couple
Master,33444.0,8,0,8,0,0,2,0.0,0.0,0.0,0.0,2.0,0,70,2,couple
Graduation,54386.0,277,21,64,62,21,25,0.0,1.0,0.0,2.0,1.0,0,41,1,couple
Graduation,28510.0,44,5,19,0,4,19,1.0,0.0,0.0,1.0,1.0,0,41,2,celib
Master,90638.0,1156,120,915,94,144,96,0.0,1.0,1.0,2.0,0.0,0,31,0,celib
Graduation,48070.0,373,14,83,6,9,19,1.0,2.0,0.0,1.0,1.0,1,72,1,couple
Graduation,43140.0,134,8,76,6,0,11,0.0,1.0,0.0,1.0,1.0,0,65,1,couple
PhD,54959.0,1148,0,60,0,0,24,1.0,2.0,1.0,1.0,1.0,0,61,1,celib
Basic,15056.0,6,12,3,21,6,40,1.0,0.0,0.0,1.0,1.0,0,64,2,celib
Graduation,26954.0,4,1,11,0,0,1,0.0,0.0,0.0,0.0,2.0,0,51,1,celib
Graduation,22327.0,5,4,8,2,0,5,0.0,0.0,0.0,1.0,1.0,0,37,1,celib
Graduation,44393.0,24,2,20,2,2,10,0.0,0.0,0.0,1.0,1.0,0,57,2,couple
PhD,62000.0,899,0,101,0,0,20,0.0,1.0,1.0,3.0,1.0,0,70,1,celib
PhD,31497.0,108,1,28,13,1,4,0.0,1.0,0.0,1.0,2.0,0,60,1,couple
2n Cycle,45894.0,27,2,7,0,2,13,0.0,0.0,0.0,1.0,1.0,0,48,2,couple
Master,78579.0,816,66,549,216,66,99,0.0,1.0,1.0,1.0,1.0,0,52,0,celib
Master,67369.0,1298,0,70,37,14,42,1.0,1.0,1.0,2.0,1.0,0,53,1,celib
Graduation,58401.0,10,0,11,17,29,29,0.0,0.0,0.0,0.0,1.0,0,62,1,celib
Graduation,62307.0,87,13,34,10,6,10,0.0,1.0,0.0,1.0,1.0,0,70,1,celib
Master,43641.0,57,2,51,4,2,23,1.0,0.0,0.0,1.0,1.0,0,53,2,couple
Master,70091.0,964,34,137,15,0,11,0.0,1.0,0.0,2.0,2.0,0,53,1,couple
PhD,78075.0,572,8,259,34,35,80,0.0,1.0,1.0,1.0,0.0,0,50,0,couple
2n Cycle,59184.0,341,142,113,259,151,66,1.0,1.0,1.0,2.0,1.0,0,61,1,celib
Graduation,54809.0,63,6,57,13,13,22,1.0,0.0,0.0,1.0,1.0,0,45,2,couple
Graduation,58113.0,221,104,169,102,78,84,1.0,2.0,0.0,2.0,1.0,1,63,1,couple
Master,51412.0,140,3,29,4,5,14,0.0,1.0,0.0,1.0,1.0,0,64,1,couple
Master,66636.0,291,10,689,84,10,0,0.0,1.0,1.0,2.0,0.0,0,65,0,couple
Master,50965.0,544,13,85,8,6,29,1.0,2.0,1.0,1.0,2.0,0,66,1,couple
Graduation,18351.0,1,12,9,0,14,7,0.0,0.0,0.0,1.0,2.0,0,32,0,couple
PhD,40451.0,35,0,4,0,0,10,0.0,0.0,0.0,0.0,1.0,0,65,2,couple
Graduation,36317.0,87,3,25,3,2,13,0.0,1.0,0.0,1.0,2.0,0,57,1,couple
Graduation,42213.0,309,3,24,4,3,20,0.0,1.0,0.0,2.0,2.0,0,65,1,couple
Graduation,65748.0,172,73,93,95,78,34,0.0,0.0,1.0,2.0,0.0,1,67,1,couple
Graduation,77044.0,625,38,242,50,34,76,0.0,2.0,3.0,3.0,1.0,0,50,1,couple
Graduation,74918.0,972,59,913,25,19,59,0.0,1.0,2.0,1.0,1.0,0,53,0,couple
Graduation,56721.0,157,6,39,6,13,75,1.0,1.0,0.0,1.0,1.0,0,50,2,couple
Graduation,42160.0,48,9,45,3,15,20,1.0,0.0,0.0,1.0,1.0,0,47,2,celib
Graduation,61559.0,279,83,88,32,14,34,0.0,1.0,0.0,2.0,1.0,0,57,1,celib
PhD,33629.0,132,0,16,0,0,4,1.0,1.0,0.0,1.0,2.0,0,59,2,couple
Graduation,34377.0,62,0,22,3,1,26,0.0,0.0,0.0,0.0,1.0,0,59,1,celib
Basic,8940.0,1,45,3,4,6,42,1.0,1.0,0.0,1.0,2.0,0,36,1,celib
Graduation,26228.0,2,6,4,3,1,9,0.0,0.0,0.0,0.0,2.0,0,49,1,couple
2n Cycle,77297.0,408,61,109,48,122,41,0.0,1.0,1.0,2.0,1.0,0,65,0,celib
Graduation,40211.0,51,1,7,2,1,25,0.0,0.0,0.0,0.0,2.0,0,41,2,couple
PhD,33438.0,62,1,16,3,2,6,1.0,0.0,0.0,1.0,1.0,0,64,2,celib
PhD,75032.0,952,12,180,47,12,12,0.0,1.0,1.0,2.0,1.0,0,63,1,couple
PhD,61284.0,618,15,106,20,7,45,0.0,3.0,0.0,2.0,1.0,0,67,0,celib
Graduation,22518.0,11,7,12,2,2,27,0.0,0.0,0.0,0.0,1.0,0,36,1,couple
Master,54730.0,318,3,17,4,7,56,1.0,1.0,0.0,2.0,1.0,0,47,1,couple
Master,38452.0,56,0,14,0,0,2,1.0,1.0,0.0,1.0,2.0,0,67,2,couple
Graduation,44421.0,110,5,59,7,1,7,1.0,1.0,0.0,1.0,2.0,0,51,2,celib
PhD,38197.0,23,0,11,2,1,3,0.0,0.0,0.0,1.0,1.0,0,36,1,couple
Graduation,41986.0,27,5,8,8,3,12,1.0,1.0,0.0,1.0,1.0,0,44,1,celib
Graduation,28427.0,18,3,19,3,3,6,0.0,0.0,0.0,1.0,2.0,0,39,1,couple
PhD,37395.0,18,0,9,0,1,11,0.0,0.0,0.0,1.0,1.0,0,46,1,couple
Graduation,64722.0,303,0,280,60,147,15,1.0,2.0,0.0,3.0,1.0,0,51,1,couple
Master,55249.0,97,1,19,2,0,11,0.0,0.0,0.0,1.0,1.0,0,66,1,couple
Graduation,84906.0,997,15,414,99,30,76,0.0,1.0,1.0,3.0,0.0,0,50,0,couple
Graduation,44213.0,95,11,35,0,4,7,1.0,0.0,0.0,1.0,1.0,0,70,2,celib
Basic,25707.0,1,6,2,3,6,3,0.0,0.0,0.0,1.0,2.0,0,38,1,celib
PhD,59062.0,46,1,12,3,0,9,0.0,0.0,0.0,1.0,1.0,0,55,3,couple
Graduation,76624.0,411,106,147,54,115,66,0.0,1.0,2.0,2.0,0.0,0,60,1,celib
Master,66000.0,244,51,270,101,0,45,0.0,0.0,1.0,1.0,0.0,0,75,0,couple
PhD,27683.0,152,9,121,12,12,45,1.0,1.0,0.0,1.0,2.0,0,44,1,couple
Graduation,40521.0,12,0,5,0,0,4,0.0,0.0,0.0,0.0,1.0,0,54,2,couple
PhD,20427.0,5,0,4,0,0,1,0.0,0.0,0.0,0.0,2.0,0,49,1,couple
Graduation,65106.0,790,19,133,12,0,19,1.0,2.0,1.0,3.0,1.0,0,47,1,couple
PhD,69969.0,882,29,514,38,29,44,0.0,1.0,0.0,1.0,1.0,0,57,0,couple
Graduation,67433.0,615,28,259,12,48,30,1.0,1.0,1.0,3.0,1.0,0,70,2,couple
PhD,77766.0,1004,59,265,115,59,27,0.0,2.0,2.0,2.0,1.0,0,55,1,couple
Graduation,74716.0,133,27,421,13,195,71,0.0,2.0,1.0,1.0,1.0,0,50,1,couple
PhD,55158.0,293,0,87,4,11,23,1.0,1.0,0.0,1.0,1.0,0,52,2,couple
2n Cycle,62972.0,313,15,47,20,0,192,0.0,1.0,1.0,1.0,1.0,0,67,1,couple
Graduation,74190.0,151,81,86,168,91,64,0.0,1.0,0.0,3.0,0.0,0,47,1,couple
Graduation,39356.0,15,0,2,0,0,6,0.0,0.0,0.0,0.0,1.0,0,46,2,couple
Graduation,76653.0,736,63,946,219,189,126,0.0,1.0,2.0,2.0,0.0,0,53,0,couple
PhD,90687.0,982,17,672,23,34,51,0.0,1.0,0.0,2.0,0.0,0,39,0,celib
Master,73450.0,1142,51,415,90,69,37,0.0,2.0,2.0,3.0,1.0,0,40,0,couple
Graduation,31454.0,28,0,11,0,0,9,1.0,0.0,0.0,1.0,2.0,0,62,2,couple
Graduation,47139.0,46,0,12,0,2,23,0.0,0.0,0.0,0.0,2.0,0,70,2,celib
PhD,53378.0,489,6,152,8,6,132,2.0,2.0,1.0,1.0,2.0,0,59,2,couple
Graduation,19656.0,25,4,9,6,8,32,1.0,0.0,0.0,1.0,2.0,0,52,1,couple
PhD,45579.0,145,1,33,2,1,1,0.0,1.0,0.0,1.0,1.0,0,74,1,couple
2n Cycle,85485.0,630,26,611,44,18,54,0.0,2.0,2.0,2.0,0.0,0,64,0,celib
Graduation,55956.0,760,38,104,50,9,38,0.0,2.0,1.0,1.0,1.0,0,78,0,couple
Master,64191.0,420,15,186,151,38,15,1.0,1.0,1.0,3.0,1.0,0,59,1,celib
Graduation,38808.0,125,17,52,3,19,30,1.0,1.0,0.0,1.0,2.0,0,50,1,celib
Master,57183.0,464,5,64,7,0,70,2.0,2.0,0.0,2.0,2.0,0,56,2,couple
Master,23748.0,6,6,29,12,15,8,1.0,0.0,0.0,1.0,2.0,0,54,1,celib
Graduation,66303.0,1090,12,96,16,12,60,1.0,1.0,1.0,2.0,2.0,0,51,1,couple
Master,37368.0,3,2,11,2,2,10,0.0,0.0,0.0,0.0,1.0,0,47,1,couple
Graduation,40800.0,24,0,27,8,30,10,0.0,1.0,0.0,1.0,1.0,1,58,3,couple
Graduation,71847.0,737,21,106,55,63,210,0.0,1.0,1.0,2.0,1.0,0,44,0,celib
Graduation,46149.0,254,6,71,4,0,27,1.0,1.0,0.0,2.0,1.0,0,47,1,couple
Graduation,78687.0,817,185,687,145,55,241,0.0,1.0,1.0,2.0,0.0,0,39,0,couple
2n Cycle,49118.0,620,54,239,99,98,119,0.0,2.0,1.0,2.0,1.0,0,51,0,celib
PhD,37633.0,13,4,20,0,0,1,0.0,0.0,0.0,1.0,2.0,0,65,2,couple
Master,39767.0,113,61,204,34,26,47,0.0,2.0,0.0,2.0,2.0,0,71,0,couple
Basic,26997.0,7,23,78,133,49,144,0.0,1.0,0.0,1.0,1.0,0,71,0,couple
Graduation,33986.0,16,2,18,2,1,5,0.0,0.0,0.0,1.0,2.0,0,52,1,celib
PhD,57091.0,462,0,24,6,0,4,0.0,2.0,0.0,1.0,1.0,0,50,1,couple
2n Cycle,46831.0,22,2,10,6,4,34,0.0,0.0,0.0,0.0,1.0,0,53,2,couple
Master,83151.0,968,147,842,137,42,210,0.0,1.0,2.0,2.0,0.0,0,50,0,couple
Graduation,52531.0,283,112,151,51,72,125,0.0,1.0,0.0,2.0,1.0,0,51,0,couple
Graduation,15759.0,1,2,5,6,0,3,0.0,0.0,0.0,0.0,2.0,0,66,0,couple
2n Cycle,43050.0,30,5,24,6,3,8,0.0,0.0,0.0,1.0,1.0,0,49,1,couple
PhD,42997.0,4,0,5,0,1,5,0.0,0.0,0.0,0.0,2.0,0,45,2,celib
PhD,48918.0,52,0,9,0,0,1,0.0,0.0,0.0,1.0,1.0,0,59,2,celib
Master,60033.0,62,1,57,19,11,48,0.0,0.0,0.0,1.0,0.0,0,68,1,couple
PhD,34043.0,20,2,14,3,0,10,0.0,0.0,0.0,0.0,2.0,0,44,1,couple
Graduation,57811.0,545,7,114,37,21,78,1.0,2.0,0.0,2.0,1.0,0,56,1,couple
Graduation,78569.0,558,79,622,207,175,95,0.0,1.0,1.0,1.0,0.0,0,76,0,couple
2n Cycle,23148.0,4,6,8,6,3,10,0.0,0.0,0.0,1.0,2.0,0,37,0,couple
Graduation,44267.0,183,5,65,3,5,49,1.0,1.0,0.0,1.0,2.0,0,52,2,celib
Graduation,71626.0,546,72,376,94,145,72,0.0,1.0,1.0,2.0,1.0,0,43,0,couple
Graduation,60894.0,606,7,155,10,0,54,1.0,2.0,1.0,2.0,2.0,0,56,1,couple
Graduation,50200.0,266,6,51,8,6,64,1.0,2.0,0.0,1.0,2.0,0,46,2,couple
PhD,81051.0,1142,29,249,38,29,14,0.0,1.0,1.0,3.0,0.0,0,57,0,couple
Graduation,65169.0,1074,0,69,0,0,46,0.0,2.0,1.0,3.0,1.0,0,40,0,couple
Graduation,59868.0,771,51,154,54,10,154,2.0,2.0,0.0,3.0,1.0,0,50,1,couple
PhD,65695.0,371,32,189,0,58,6,0.0,1.0,1.0,2.0,1.0,0,62,1,couple
Master,64857.0,556,14,717,210,0,43,0.0,1.0,1.0,2.0,1.0,0,66,0,celib
Master,45143.0,202,5,74,11,5,14,1.0,1.0,0.0,1.0,2.0,0,57,1,couple
2n Cycle,74805.0,209,162,209,41,162,37,1.0,1.0,2.0,2.0,0.0,0,67,1,couple
2n Cycle,59060.0,35,40,111,36,40,12,1.0,1.0,0.0,2.0,1.0,0,33,1,couple
PhD,27238.0,37,0,17,0,0,3,1.0,1.0,0.0,1.0,2.0,0,60,2,celib
Graduation,47009.0,171,45,73,59,10,90,1.0,1.0,0.0,2.0,1.0,0,57,1,couple
2n Cycle,46094.0,12,2,20,3,2,5,0.0,0.0,0.0,1.0,2.0,0,49,2,couple
Graduation,37235.0,20,2,9,4,6,20,0.0,0.0,0.0,0.0,1.0,0,38,1,couple
Master,81843.0,779,86,537,34,69,138,0.0,1.0,2.0,3.0,1.0,0,62,0,couple
Master,46692.0,170,6,97,24,12,88,1.0,1.0,0.0,1.0,1.0,0,64,1,couple
Graduation,77382.0,491,48,231,112,105,134,0.0,1.0,2.0,3.0,0.0,0,54,1,couple
Graduation,37774.0,173,8,107,7,2,176,1.0,1.0,0.0,1.0,2.0,1,45,2,celib
Basic,18393.0,7,10,13,16,0,4,0.0,1.0,0.0,1.0,2.0,0,48,1,couple
Master,72828.0,1205,0,235,19,14,205,1.0,1.0,1.0,3.0,2.0,0,60,1,couple
Graduation,24711.0,10,7,25,6,3,7,0.0,1.0,0.0,1.0,2.0,0,40,0,couple
PhD,45503.0,97,4,44,6,1,18,0.0,1.0,0.0,1.0,1.0,0,47,1,couple
PhD,71604.0,345,53,528,98,75,97,0.0,2.0,1.0,1.0,1.0,0,77,0,couple
Graduation,27244.0,6,5,17,3,24,46,0.0,0.0,0.0,0.0,2.0,0,43,1,couple
Graduation,48752.0,73,57,100,71,15,0,1.0,1.0,0.0,1.0,2.0,0,53,2,couple
Graduation,71434.0,711,36,217,172,96,168,1.0,2.0,1.0,2.0,1.0,0,60,1,couple
Graduation,90842.0,774,70,118,182,187,93,0.0,1.0,2.0,3.0,0.0,0,74,0,celib
Master,88097.0,163,0,480,0,126,75,0.0,1.0,1.0,2.0,2.0,0,44,1,couple
Graduation,51948.0,82,33,54,71,30,41,0.0,1.0,0.0,1.0,1.0,0,47,1,couple
Graduation,71853.0,358,108,413,141,97,32,0.0,0.0,2.0,1.0,0.0,0,40,0,couple
Master,35876.0,66,2,40,4,3,14,0.0,1.0,0.0,1.0,1.0,0,39,0,couple
Graduation,40049.0,13,6,7,0,3,3,0.0,0.0,0.0,1.0,1.0,0,70,1,celib
Graduation,39660.0,139,13,78,20,13,36,1.0,1.0,0.0,1.0,2.0,0,40,1,celib
Graduation,50127.0,274,0,21,4,6,15,0.0,1.0,0.0,1.0,1.0,0,60,1,couple
Master,43263.0,262,6,61,0,10,102,1.0,1.0,0.0,1.0,1.0,0,45,1,couple
Graduation,18929.0,32,0,8,23,4,18,0.0,0.0,0.0,1.0,1.0,0,32,0,couple
Basic,24367.0,2,4,2,0,11,5,0.0,0.0,0.0,0.0,2.0,0,40,1,celib
2n Cycle,26887.0,6,7,4,3,4,6,0.0,0.0,0.0,1.0,1.0,0,63,1,couple
Graduation,62061.0,641,7,84,0,30,38,1.0,2.0,1.0,2.0,1.0,0,46,1,couple
PhD,76542.0,794,73,573,0,29,14,0.0,1.0,2.0,2.0,0.0,0,66,0,couple
Graduation,70515.0,420,0,452,182,64,140,0.0,1.0,1.0,1.0,0.0,0,29,0,celib
Graduation,18227.0,1,2,7,4,3,11,0.0,0.0,0.0,0.0,2.0,0,35,1,couple
Graduation,69139.0,86,12,75,33,15,6,0.0,1.0,0.0,1.0,1.0,0,57,1,couple
Graduation,69109.0,823,25,459,124,29,95,0.0,1.0,1.0,1.0,1.0,0,40,0,couple
Graduation,69627.0,231,161,215,171,30,53,0.0,2.0,0.0,2.0,1.0,0,60,1,celib
Graduation,38136.0,8,15,27,0,20,33,0.0,1.0,0.0,0.0,2.0,0,44,1,couple
PhD,62159.0,182,17,259,77,70,29,0.0,1.0,0.0,2.0,1.0,0,76,0,celib
Graduation,80695.0,557,129,984,193,37,18,0.0,1.0,2.0,1.0,0.0,0,59,0,celib
Master,33316.0,79,1,31,4,4,12,1.0,0.0,0.0,1.0,1.0,0,51,2,celib
Graduation,58554.0,368,24,68,38,0,88,1.0,2.0,0.0,1.0,1.0,0,54,2,couple
Basic,17256.0,6,4,14,8,8,22,0.0,0.0,0.0,0.0,2.0,0,30,1,couple
Graduation,53034.0,160,15,196,15,11,50,2.0,1.0,0.0,2.0,2.0,0,48,2,celib
2n Cycle,52203.0,488,21,238,56,108,28,0.0,2.0,1.0,2.0,1.0,0,72,0,couple
2n Cycle,59601.0,691,7,69,0,7,23,1.0,0.0,0.0,2.0,2.0,0,45,1,celib
Master,75154.0,543,10,205,160,143,82,0.0,1.0,1.0,1.0,1.0,0,64,1,celib
Graduation,47025.0,254,7,108,20,0,26,1.0,1.0,1.0,1.0,1.0,0,46,1,celib
Graduation,37971.0,5,4,10,2,2,7,0.0,0.0,0.0,1.0,2.0,0,49,1,couple
Graduation,67267.0,134,11,59,15,2,30,0.0,1.0,0.0,1.0,0.0,0,64,1,couple
Graduation,57338.0,143,6,52,11,8,17,0.0,1.0,0.0,1.0,1.0,0,47,1,celib
2n Cycle,50523.0,51,4,24,4,7,1,0.0,0.0,0.0,1.0,1.0,0,62,2,couple
PhD,56242.0,689,8,167,11,8,88,1.0,2.0,1.0,2.0,1.0,0,53,1,couple
Graduation,48904.0,283,10,38,0,13,27,1.0,1.0,0.0,1.0,2.0,0,62,1,celib
Graduation,56243.0,347,0,35,4,3,7,1.0,1.0,0.0,2.0,1.0,0,47,3,celib
Graduation,21355.0,5,13,14,0,5,31,0.0,0.0,0.0,0.0,1.0,0,37,1,couple
Master,57420.0,280,0,18,0,0,24,1.0,1.0,0.0,1.0,2.0,0,51,1,couple
Master,51412.0,187,5,65,26,20,14,0.0,1.0,0.0,1.0,1.0,0,52,1,couple
Master,46390.0,95,14,64,2,9,38,0.0,1.0,0.0,1.0,2.0,0,67,1,celib
2n Cycle,54342.0,84,10,34,11,10,28,1.0,1.0,0.0,1.0,1.0,0,66,2,couple
Graduation,51412.0,19,4,12,2,2,6,0.0,0.0,0.0,1.0,1.0,0,64,2,couple
2n Cycle,51412.0,5,1,9,2,0,4,0.0,0.0,0.0,0.0,2.0,0,58,2,celib
Graduation,20895.0,18,3,17,3,0,4,0.0,0.0,0.0,1.0,2.0,0,49,1,couple
Graduation,92344.0,992,24,694,51,19,119,0.0,1.0,2.0,1.0,0.0,0,74,0,couple
PhD,51412.0,25,1,13,0,0,3,0.0,0.0,0.0,1.0,2.0,0,50,1,couple
Graduation,44964.0,19,1,17,2,0,2,0.0,0.0,0.0,1.0,2.0,0,42,2,couple
Master,53761.0,158,0,76,13,7,71,1.0,1.0,1.0,1.0,1.0,0,50,2,couple
Graduation,22682.0,10,14,29,4,2,36,1.0,0.0,0.0,1.0,1.0,0,49,1,couple
PhD,38887.0,25,1,13,0,0,3,0.0,0.0,0.0,1.0,2.0,0,50,1,couple
2n Cycle,41658.0,8,4,12,15,4,29,0.0,0.0,0.0,0.0,1.0,0,47,2,celib
PhD,29791.0,14,0,6,0,0,0,0.0,0.0,0.0,1.0,1.0,0,50,1,couple
Master,63915.0,622,7,115,30,0,15,0.0,1.0,1.0,3.0,1.0,0,66,2,couple
Graduation,39996.0,11,0,3,0,0,1,0.0,0.0,0.0,0.0,1.0,0,48,2,celib
Graduation,26759.0,25,3,16,8,5,2,0.0,0.0,0.0,1.0,1.0,0,50,1,celib
PhD,51039.0,100,64,79,65,0,109,0.0,1.0,0.0,1.0,1.0,0,53,2,couple
Graduation,60544.0,201,2,43,3,5,35,1.0,1.0,0.0,1.0,1.0,0,61,2,couple
Graduation,37716.0,97,1,41,6,2,41,0.0,1.0,0.0,1.0,2.0,0,69,1,couple
Graduation,36864.0,204,5,39,17,0,89,1.0,1.0,0.0,1.0,2.0,0,65,1,celib
Master,44511.0,513,7,133,46,14,14,1.0,2.0,1.0,2.0,2.0,0,52,1,couple
PhD,36947.0,88,3,21,4,1,29,1.0,1.0,0.0,1.0,2.0,0,55,2,couple
Master,67087.0,329,35,222,130,35,43,0.0,2.0,1.0,2.0,1.0,0,69,1,couple
Graduation,57045.0,296,13,104,11,13,17,1.0,1.0,0.0,2.0,1.0,0,72,1,couple
PhD,36957.0,100,2,16,2,1,31,1.0,1.0,0.0,0.0,2.0,0,69,2,celib
PhD,69389.0,422,7,238,69,46,15,0.0,1.0,0.0,2.0,1.0,0,45,1,couple
Master,43142.0,5,1,7,2,1,4,0.0,0.0,0.0,0.0,2.0,0,53,2,couple
Graduation,80589.0,507,93,520,242,40,26,0.0,1.0,2.0,1.0,0.0,0,78,0,couple
Graduation,34412.0,52,12,50,4,36,55,1.0,1.0,0.0,1.0,2.0,0,32,1,celib
Graduation,57537.0,191,56,139,51,8,100,1.0,1.0,1.0,2.0,1.0,0,43,1,celib
Graduation,51315.0,68,28,39,16,30,41,0.0,0.0,0.0,1.0,0.0,0,74,0,couple
Graduation,36026.0,20,4,10,6,4,17,0.0,0.0,0.0,1.0,1.0,0,50,3,couple
Graduation,24639.0,20,3,16,0,4,1,1.0,0.0,0.0,1.0,1.0,0,49,2,couple
PhD,34578.0,7,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0,50,3,couple
2n Cycle,65704.0,279,172,74,38,8,246,0.0,0.0,2.0,2.0,0.0,0,50,0,celib
PhD,54132.0,30,1,8,0,0,3,0.0,0.0,0.0,1.0,2.0,0,53,1,couple
Graduation,28164.0,3,18,26,11,8,12,1.0,0.0,0.0,1.0,2.0,0,52,1,couple
PhD,43269.0,10,1,7,0,0,1,0.0,0.0,0.0,0.0,2.0,0,50,1,couple
2n Cycle,38741.0,7,10,17,8,6,13,0.0,0.0,0.0,1.0,2.0,0,64,2,celib
Graduation,31907.0,33,87,64,175,16,74,0.0,1.0,0.0,1.0,2.0,0,50,0,celib
2n Cycle,31163.0,2,3,10,11,2,10,0.0,0.0,0.0,1.0,1.0,0,49,1,celib
Graduation,92533.0,693,21,118,110,147,42,0.0,1.0,1.0,3.0,0.0,0,37,0,couple
Graduation,34853.0,9,3,15,2,3,2,0.0,0.0,0.0,1.0,1.0,0,49,2,celib
Graduation,70844.0,129,26,67,3,67,2,1.0,1.0,0.0,1.0,2.0,0,55,2,celib
2n Cycle,31086.0,16,2,11,3,0,16,0.0,0.0,0.0,0.0,2.0,0,43,2,couple
2n Cycle,20491.0,5,4,5,4,2,10,0.0,0.0,0.0,0.0,1.0,0,36,0,couple
Graduation,42523.0,14,36,11,3,26,35,0.0,0.0,0.0,1.0,0.0,0,58,0,couple
Graduation,33402.0,26,2,19,10,5,8,1.0,0.0,0.0,1.0,2.0,0,70,2,couple
Master,36408.0,9,1,4,3,2,3,0.0,0.0,0.0,0.0,1.0,0,73,2,couple
Graduation,21645.0,14,0,23,4,5,19,1.0,1.0,0.0,1.0,2.0,0,43,1,couple
Master,78427.0,972,19,595,180,26,138,1.0,1.0,1.0,2.0,1.0,0,74,0,celib
Graduation,82657.0,966,168,672,246,105,126,0.0,2.0,1.0,2.0,1.0,0,76,0,couple
Graduation,51876.0,99,27,102,28,48,6,0.0,0.0,0.0,2.0,0.0,0,64,0,couple
2n Cycle,78041.0,482,35,553,72,160,17,0.0,1.0,1.0,2.0,0.0,0,51,0,couple
Graduation,52852.0,714,8,99,11,0,47,1.0,2.0,1.0,1.0,2.0,0,65,1,couple
PhD,70038.0,587,54,348,71,54,130,0.0,1.0,1.0,2.0,0.0,0,40,0,couple
2n Cycle,69401.0,399,27,159,58,8,39,1.0,1.0,1.0,1.0,0.0,0,49,1,couple
Graduation,46053.0,56,10,92,19,7,25,1.0,1.0,0.0,1.0,1.0,0,50,1,couple
Graduation,77343.0,227,151,573,98,54,31,0.0,1.0,1.0,2.0,0.0,0,57,0,couple
Graduation,73892.0,703,102,601,0,58,43,0.0,1.0,3.0,2.0,0.0,0,69,0,celib
PhD,40304.0,37,0,17,0,0,3,0.0,0.0,0.0,1.0,2.0,0,55,1,celib
PhD,32727.0,167,13,180,86,13,70,0.0,1.0,1.0,1.0,2.0,0,57,0,couple
Graduation,43300.0,91,3,52,2,1,31,1.0,1.0,0.0,1.0,2.0,0,51,1,celib
Graduation,26290.0,15,8,16,11,5,22,1.0,0.0,0.0,1.0,1.0,0,50,2,couple
Graduation,93790.0,1302,68,731,89,114,45,0.0,1.0,2.0,3.0,0.0,0,52,0,celib
PhD,38410.0,153,64,123,116,64,14,0.0,1.0,0.0,2.0,1.0,0,48,0,couple
Master,64866.0,508,5,21,7,5,10,1.0,2.0,1.0,2.0,1.0,0,72,1,celib
Graduation,57957.0,290,59,177,77,5,29,2.0,1.0,1.0,2.0,1.0,1,63,1,couple
Graduation,16531.0,2,13,6,7,5,11,1.0,1.0,0.0,1.0,2.0,0,44,1,couple
Master,28072.0,30,0,10,2,0,5,0.0,0.0,0.0,1.0,2.0,0,36,1,couple
Master,49476.0,386,23,95,54,41,196,1.0,0.0,2.0,1.0,0.0,0,59,1,celib
Graduation,50725.0,443,10,75,0,10,48,1.0,2.0,0.0,2.0,2.0,0,69,1,couple
PhD,41145.0,9,0,3,0,0,1,0.0,0.0,0.0,1.0,1.0,0,72,2,couple
Graduation,67419.0,846,84,352,91,56,42,1.0,2.0,1.0,2.0,1.0,0,52,1,couple
2n Cycle,23162.0,8,3,9,19,4,22,1.0,0.0,0.0,1.0,1.0,0,52,2,couple
